chr1	1	13731	chr9	150595369	150617116
chr1	58194	70752	chr7	22528	34974
chr1	127787	245234	chr1	223116306	223230821
chr1	191864	203711	chr20	55551	67455
chr1	296166	298520	chr21	20484	22096
chr1	299167	301482	chr2	132240251	132242585
chr1	309179	320879	chr14	9608920	9619229
chr1	567686	568750	chr1	568295	569360
chr1	1134016	1186611	chr1	1066947	1134015
chr1	3092385	3093829	chr1	3091719	3093289
chr1	8144000	8159201	chr15	19187913	19200823
chr1	8426871	8428078	chr3	40713278	40714479
chr1	11935712	11936689	chr2	61615763	61616757
chr1	12469801	12473176	chr1	12403383	12406738
chr1	12579973	12581694	chr2	190412538	190414264
chr1	12686546	12707319	chr1	12746402	12766719
chr1	15461634	15481878	chr1	15483362	15504470
chr1	15973796	15988885	chr1	121015776	121027473
chr1	16005441	16030392	chr1	148638088	148666420
chr1	16097344	16110507	chr3	49713268	49726394
chr1	16147386	16165946	chr1	144679414	144696713
chr1	16163259	16166598	chr1	21251859	21255118
chr1	16177130	16186341	chr1	143637680	143643756
chr1	16192813	16241726	chr1	120427682	120479735
chr1	16286028	16297067	chr1	15947576	15958599
chr1	16404656	16436368	chr1	5953290	5985059
chr1	16483145	16527288	chr1	234167194	234211328
chr1	16599277	16665496	chr1	147802556	147875959
chr1	16648508	16654565	chr1	144492313	144500067
chr1	16648508	16654565	chr1	148661847	148669595
chr1	16670551	16686937	chr1	142861272	142876171
chr1	17220708	17222785	chrX	98380469	98382542
chr1	21251361	21255118	chr1	16010284	16013792
chr1	21251859	21255118	chr1	16196250	16199579
chr1	21266274	21267987	chr1	148333950	148335675
chr1	23785590	23786953	chr13	70900177	70901242
chr1	26292144	26293258	chr8	29910396	29911167
chr1	26313131	26313991	chr10	97795451	97796582
chr1	26655192	26657392	chr8	128442892	128444911
chr1	27048062	27049979	chr7	150515690	150516971
chr1	32539425	32540440	chr14	15762614	15763927
chr1	32910837	32913888	chr14	28900545	28903530
chr1	37348146	37349122	chr2	241617831	241619121
chr1	40428488	40430228	chrX	23661573	23663284
chr1	44859265	44860388	chr6	24841548	24842386
chr1	46117417	46120170	chr5	76652268	76654571
chr1	46823988	46825237	chr1	119194445	119195698
chr1	50278349	50279426	chr22	27022826	27023619
chr1	54420098	54421403	chr6	32178471	32179778
chr1	56966307	56967714	chr15	54112588	54113995
chr1	57926702	57928206	chr3	39347811	39349164
chr1	60818992	60821551	chrX	42878466	42881043
chr1	70408640	70410689	chr2	42830281	42833272
chr1	78892417	78894618	chr8	50119925	50122118
chr1	81263961	81265879	chr10	44669383	44671297
chr1	81572367	81573424	chr1	81571610	81572669
chr1	88825352	88827362	chrX	64382097	64383818
chr1	90124033	90141885	chr21	12148184	12165898
chr1	91918525	91920333	chr14	45642772	45645247
chr1	96294978	96296657	chr1	193537774	193539440
chr1	101635410	101636485	chr14	70844043	70845121
chr1	101635444	101636486	chr16	79758333	79759378
chr1	103403161	103404608	chr1	103705710	103707166
chr1	103422398	103428555	chr1	103750614	103757123
chr1	103487362	103516743	chr1	103721236	103750617
chr1	103557523	103581506	chr1	103705543	103730924
chr1	103611410	103636792	chr1	103656484	103680455
chr1	103662992	103705020	chr1	103441028	103477304
chr1	103724481	103733586	chr1	103419763	103428554
chr1	103789465	103812000	chr1	103656484	103678827
chr1	108479713	108491549	chr1	108344107	108355991
chr1	112682566	112684197	chrX	86521985	86523600
chr1	113461645	113462833	chr13	65006278	65007506
chr1	115863577	115865875	chr6	5477811	5479548
chr1	115864628	115865875	chr6	32178443	32179729
chr1	119194445	119195698	chr1	47007505	47008763
chr1	119852304	119862101	chr1	148600437	148609874
chr1	120368490	120401539	chr2	5646020	5678729
chr1	120449223	120500149	chr1	144666157	144708453
chr1	120473594	120479701	chr1	145209785	145219037
chr1	120479969	120481405	chr1	146567844	146569221
chr1	120814463	120850172	chr1	16181822	16223793
chr1	120850440	120851879	chr1	146567844	146569221
chr1	120960469	120963026	chr1	146276784	146279416
chr1	121400599	121405287	chr7	53283495	53288200
chr1	121400599	121406276	chr2	91994019	91999866
chr1	121400599	121410809	chr17	27898386	27907570
chr1	121402343	121405926	chr16	34577610	34580846
chr1	121405297	121410798	chr14	8645420	8651486
chr1	121406065	121416908	chr1	126880099	126890047
chr1	126846317	126865052	chr14	8605010	8620853
chr1	126846362	126859389	chr21	10499119	10509840
chr1	126846591	126889704	chr16	32457584	32503992
chr1	126848370	126865052	chr13	11048567	11064223
chr1	126857040	126865052	chr1	142601581	142608370
chr1	126865049	126868533	chr16	35357397	35360888
chr1	126865049	126872720	chr16	37909257	37915923
chr1	126865049	126883873	chr7	59259396	59280393
chr1	126865049	126905817	chr1	128958903	128998752
chr1	126879822	126905817	chr16	35586972	35614225
chr1	126883872	126905809	chr18	15367706	15396488
chr1	126891584	126905809	chr14	8614029	8628209
chr1	126892534	126905809	chr10	38989002	39002252
chr1	126903492	126905817	chr13	13442164	13444392
chr1	127715071	127757852	chr3	75803411	75843529
chr1	127715073	127737941	chr22	364281	388225
chr1	127766502	127769447	chr15	1908857	1911783
chr1	127766502	127769447	chr15	2038937	2041867
chr1	127766502	127769447	chr22	3931559	3934496
chr1	127766502	127769447	chr22	4062751	4065692
chr1	127766502	127769447	chr3	95795410	95798351
chr1	127766502	127805552	chr21	6534716	6579556
chr1	127766512	127769439	chr21	200136	203057
chr1	127766512	127769447	chr14	70986	73922
chr1	127766512	127769447	chr14	202928	205860
chr1	127766512	127769447	chr22	124963	127906
chr1	127768244	127769445	chr21	222946	224147
chr1	127769451	127772419	chr14	111071	114184
chr1	127769451	127772419	chr15	77767	80880
chr1	127769451	127772419	chr15	1964145	1967258
chr1	127769451	127772419	chr21	81042	84155
chr1	127769451	127772419	chr22	76344	79604
chr1	127769451	127772419	chr22	204622	207882
chr1	127769451	127772419	chr22	3974937	3978341
chr1	127769451	127772419	chr22	4105952	4109356
chr1	127769451	127772419	chr4	49250492	49253458
chr1	127770948	127772415	chr14	2817879	2819341
chr1	127775729	127777154	chr2	132787729	132789098
chr1	127779586	127783106	chr13	12800801	12804332
chr1	127813887	127881265	chr13	17982940	18060060
chr1	127853379	127938628	chr4	49115447	49204866
chr1	127891969	128031600	chr22	3605839	3751882
chr1	128098614	128107147	chr14	4085348	4093691
chr1	128774587	128795778	chr17	22287930	22305585
chr1	128783602	128792600	chr16	35351951	35360888
chr1	128783602	128803456	chr22	11527923	11547903
chr1	128789133	128812891	chr16	32457584	32486742
chr1	128802086	128807060	chr7	66869471	66873322
chr1	128807063	128828978	chr22	16811145	16832739
chr1	128814766	128828974	chr16	39474725	39488943
chr1	128815717	128860149	chr17	22533863	22572949
chr1	128826678	128837230	chr21	10499361	10509840
chr1	128836308	128855964	chr7	59245991	59265462
chr1	128837177	128845118	chr16	34379885	34388760
chr1	128847896	128860149	chr10	43033511	43042054
chr1	128850400	128860149	chr17	21796786	21806463
chr1	128860488	128872548	chr7	58878733	58892116
chr1	128860488	128874671	chr22	6430794	6444888
chr1	128861433	128874671	chr17	22533863	22548750
chr1	128873396	128877542	chr7	59241819	59245990
chr1	128901299	128922482	chr14	8345483	8364470
chr1	128901301	128915442	chr16	33483589	33496309
chr1	128904701	128914516	chr16	33891539	33899405
chr1	128921646	128925257	chr18	15357043	15359690
chr1	128925256	128926567	chr2	90958110	90959427
chr1	128925256	128926567	chr9	42624166	42625484
chr1	128925256	128950372	chr22	11433454	11458170
chr1	128926906	128935320	chr17	27656594	27664914
chr1	128926906	128938581	chr7	59274010	59285372
chr1	128930773	128961695	chr7	66709002	66739187
chr1	128944248	128950883	chr22	11258444	11262782
chr1	128948376	128973116	chr9	44864051	44887238
chr1	128950233	128955393	chr1	144008305	144013524
chr1	128958903	128973116	chr1	142594227	142608370
chr1	128963123	128973116	chr16	33192463	33202460
chr1	128980822	128984964	chr2	132470437	132474415
chr1	128984723	129004277	chr22	11527014	11547897
chr1	128992107	129002442	chr7	59172169	59182548
chr1	128993179	129004283	chr7	58098941	58110059
chr1	142240402	142258654	chr7	60022294	60041910
chr1	142243905	142257213	chr1	142286348	142299746
chr1	142243905	142258473	chr9	44873106	44887585
chr1	142243913	142258121	chr18	15367706	15388761
chr1	142258460	142265379	chr16	32479771	32486742
chr1	142258460	142270890	chr7	59079768	59091841
chr1	142259530	142284407	chr7	58098941	58113436
chr1	142277156	142282692	chr16	35586966	35591052
chr1	142286343	142310285	chr18	15359140	15387853
chr1	142286348	142299738	chr1	142595132	142608362
chr1	142286348	142319134	chr9	40620270	40651198
chr1	142286385	142310334	chr10	38989002	39011571
chr1	142297357	142310265	chr14	5997592	6008384
chr1	142320024	142331769	chrY	27258924	27270475
chr1	142371469	142397869	chr22	6337583	6359468
chr1	142392220	142397869	chr16	33683867	33689340
chr1	142496762	142500247	chr21	231971	235513
chr1	142496847	142500838	chr18	15039192	15043234
chr1	142541998	142554304	chr14	3500757	3513026
chr1	142561470	142565555	chr21	7063184	7067253
chr1	142565548	142570751	chr2	90934325	90940757
chr1	142565548	142608370	chr15	17799110	17839192
chr1	142565555	142570623	chr2	90319374	90323470
chr1	142569681	142574652	chr21	8042907	8047106
chr1	142581682	142593888	chr7	59274010	59285912
chr1	142581685	142593888	chr7	58311363	58323679
chr1	142587386	142613286	chr7	59834272	59863052
chr1	142594227	142608370	chr2	89793519	89807703
chr1	142594227	142608370	chr1	128958903	128973116
chr1	142606115	142611886	chr2	92263505	92269278
chr1	142656227	142672731	chr1	15994549	16014272
chr1	142771538	142809427	chr1	148398264	148439616
chr1	142981775	142993046	chr1	148989660	149000521
chr1	143143733	143149650	chr15	17842682	17848576
chr1	143143733	143150146	chr13	10987641	10993984
chr1	143143733	143420027	chr2	89911383	90216719
chr1	143205821	143256687	chr22	22663296	22714248
chr1	143228359	143256687	chr9	79963451	79991021
chr1	143350784	143351597	chr2	90800147	90801283
chr1	143351254	143354734	chr1	127775775	127779312
chr1	143352164	143357922	chr10	9536	15210
chr1	143412431	143413619	chr9	80334299	80335484
chr1	143420020	143424671	chr22	17058861	17063295
chr1	143420020	143446384	chr17	27899405	27922282
chr1	143420023	143452183	chr7	59913533	59944693
chr1	143422802	143444312	chr7	59245991	59265462
chr1	143424279	143428813	chr16	35587035	35591052
chr1	143436063	143448493	chr2	90978022	90991676
