chr1	21347441	21366067	chr1	21366067	21380803
chr1	46464355	46535783	chr1	46096573	46142709
chr1	85347103	85314035	chr1	85636743	85662958
chr1	85486177	85447103	chr1	85548650	85578564
chr1	130416293	130428292	chr1	130456268	130468299
chr1	140108277	140146644	chr1	139882706	139927907
chr1	173899334	173957000	chr1	173752700	173822611
chr1	177841055	177874354	chr1	178068739	178106144
chr1	5423435	5429437	chr5	7766445	7772518
chr1	5423442	5429532	chr2	151880429	151886585
chr1	5423456	5429437	chr11	41080586	41086626
chr1	5423456	5429546	chr10	98337542	98343684
chr1	5423456	5429545	chr10	6623709	6629846
chr1	5423683	5429437	chr5	6510460	6516217
chr1	5423720	5429532	chr12	114624053	114629899
chr1	5423720	5429533	chr7	40337509	40343353
chr1	5423724	5429527	chr13	79081037	79087358
chr1	5423808	5429545	chr19	31938025	31943796
chr1	5423808	5429545	chr14	15538026	15543797
chr1	5423808	5429545	chr13	8167452	8173223
chr1	5423808	5429545	chr10	57767505	57773275
chr1	5423808	5429544	chrX	34224095	34229858
chr1	5423808	5429532	chr7	12566824	12572581
chr1	5423808	5429545	chr4	26109965	26115761
chr1	7399217	7415397	chr5	3200000	3217464
chr1	27990190	27995354	chrX	13287222	13293985
chr1	30976908	30986018	chr1	30997837	31009612
chr1	30997837	31009612	chr1	30976908	30986018
chr1	31263194	31268435	chr1	31270915	31276018
chr1	32522960	32516841	chr8	100634576	100640740
chr1	32550626	32543552	chr8	100632767	100639713
chr1	32543554	32547640	chr16	31376374	31379943
chr1	33103535	33100888	chrX	137201798	137206780
chr1	46090800	46066712	chr1	53677584	53706957
chr1	46107994	46096579	chr1	53647831	53665293
chr1	46682904	46665143	chr1	53487473	53504698
chr1	50180667	50176891	chr1	50054376	50058996
chr1	53525524	53509498	chr1	46653597	46662385
chr1	60049206	60054495	chr1	53306060	53311152
chr1	84985154	84953624	chr1	85001160	85038749
chr1	85001160	85014578	chr1	85288764	85301288
chr1	85047281	85021790	chr1	85530983	85557192
chr1	85242373	85223203	chr1	85001160	85021172
chr1	85288764	85301288	chr1	85001160	85014578
chr1	85477586	85486177	chr1	85021790	85029889
chr1	85557192	85530983	chr1	85021790	85047281
chr1	85578564	85548650	chr1	85447103	85486177
chr1	85560362	85548650	chr1	85148098	85158744
chr1	85662958	85636743	chr1	85314035	85347103
chr1	88040377	88044693	chr1	88044693	88048921
chr1	88096758	88128171	chr1	88128203	88152447
chr1	93905350	93909829	chr1	93828308	93833348
chr1	98110238	98116423	chr18	15366487	15372672
chr1	98110238	98116397	chr11	18623601	18629717
chr1	98110238	98116423	chr9	98166783	98172931
chr1	98110238	98116429	chr3	58852805	58858953
chr1	98110274	98116423	chr10	55653441	55659587
chr1	98110279	98116412	chr11	41080586	41086723
chr1	98110507	98116411	chr3	138166782	138172661
chr1	98110654	98116405	chrX	10966936	10972687
chr1	98110654	98116411	chr7	76737698	76743433
chr1	98110842	98116391	chr7	13824115	13829633
chr1	107194400	107199992	chr1	107312631	107318375
chr1	107217127	107293294	chr1	107107257	107194382
chr1	107822786	107829803	chr18	56223104	56235583
chr1	107822786	107829901	chr2	79936831	79943935
chr1	107823516	107829901	chr12	33766512	33772900
chr1	107823705	107829928	chr9	16452713	16458935
chr1	107823727	107829917	chr4	26109535	26115765
chr1	107823987	107829901	chr3	22567141	22573036
chr1	107824142	107829803	chr5	7766840	7772516
chr1	107824145	107829913	chr18	15366904	15372672
chr1	107824145	107829900	chr11	40910413	40916125
chr1	107824145	107829925	chrX	125938057	125943795
chr1	107824145	107829919	chr3	58853221	58858953
chr1	107824218	107829834	chr11	49023825	49029423
chr1	107824348	107829769	chr7	13824131	13829521
chr1	107824786	107829997	chr8	80454158	80459322
chr1	110510617	110516524	chr19	31937873	31943804
chr1	110510617	110516504	chr12	15423958	15429869
chr1	110510617	110516497	chrX	10966782	10972686
chr1	110510617	110516503	chr7	12566672	12572581
chr1	110510617	110516505	chr5	62209776	62215688
chr1	110510617	110516502	chr3	19937516	19943418
chr1	110510617	110516481	chr2	79938026	79943912
chr1	117600000	117647523	chr1	118172680	118212101
chr1	117600779	117660350	chr1	117778031	117823437
chr1	117603678	117612111	chr1	118022396	118036187
chr1	117823950	117829728	chr7	76737524	76743301
chr1	117823962	117829861	chr10	31081068	31086989
chr1	117823963	117829859	chrX	10966779	10972695
chr1	117823966	117829857	chr4	26109813	26115749
chr1	117824037	117829763	chr5	7766758	7772518
chr1	117824049	117829856	chrX	108567164	108572997
chr1	117824049	117829856	chr2	151880747	151886585
chr1	117824049	117829857	chr1	5423738	5429533
chr1	117824107	117829858	chr3	138166914	138172662
chr1	117824126	117829857	chr18	15366906	15372660
chr1	117824126	117829858	chr4	66966947	66972659
chr1	117824173	117829856	chr14	113080619	113086325
chr1	117824920	117829857	chr7	61368016	61372968
chr1	139627063	139631238	chr1	139834421	139848542
chr1	139778492	139805687	chr1	139658263	139690928
chr1	146724959	146729490	chr3	91071079	91075601
chr1	146725096	146729490	chr7	13638624	13643004
chr1	151184167	151188175	chr1	151200003	151203709
chr1	151190836	151197994	chr1	151181075	151188175
chr1	151200212	151205930	chr1	151205930	151211934
chr1	156523992	156526671	chrX	16610017	16612720
chr1	161546640	161540800	chr18	70510444	70516172
chr1	161546504	161540800	chr14	113080624	113086214
chr1	161546668	161540800	chr11	41080848	41086610
chr1	161546572	161540800	chr11	18337626	18343327
chr1	161546558	161540800	chr10	79080700	79086344
chr1	161546558	161540800	chrX	109537615	109543259
chr1	161546653	161540800	chrX	3823715	3829458
chr1	161546640	161540800	chr5	18853196	18858923
chr1	161546558	161540800	chr4	66966945	66972546
chr1	161546711	161540802	chr7	76737541	76743319
chr1	161546640	161540833	chr19	31937944	31943639
chr1	161546640	161540833	chrX	35823617	35829312
chr1	161546640	161540833	chrX	10966853	10972548
chr1	161546640	161540833	chr1	107824061	107829756
chr1	161546575	161543017	chr7	40337585	40344303
chr1	171069576	171077209	chr1	171077209	171084809
chr1	173585587	173599979	chr1	173476346	173491989
chr1	173752700	173760045	chr1	173860166	173865977
chr1	174318645	174294597	chr1	173288884	173306373
chr1	195266629	195271037	chr11	121919069	121924325
chr2	176165281	176093394	chr2	175634091	175699760
chr2	177173340	177212812	chr2	176453814	176493064
chr2	177236678	177207439	chr2	178023548	178055323
chr2	86370854	86398738	chr2	86417956	86446705
chr2	90379924	90308117	chr2	90166768	90238937
chr2	150337764	150366552	chr2	150404296	150454178
chr2	151266837	151247105	chr2	151139795	151159717
chr2	151390888	151379570	chr2	151177878	151193094
chr2	175476161	175176236	chr2	175600000	175900699
chr2	175251460	175200000	chr2	177714087	177765961
chr2	175200000	175302392	chr2	177391635	177490852
chr2	175203856	175279472	chr2	177837513	177900857
chr2	175344542	175376631	chr2	176966620	177005275
chr2	175402794	175373858	chr2	176835595	176862690
chr2	175373858	175402794	chr2	176291689	176318784
chr2	175376617	175373905	chr2	177574095	177576954
chr2	175634055	175765737	chr2	175863477	175993394
chr2	175731612	175794850	chr2	176702042	176759406
chr2	175799677	175731632	chr2	175079714	175148288
chr2	175770745	175743628	chr2	177811967	177837676
chr2	175929703	175861872	chr2	175079714	175150588
chr2	176294646	176291683	chr2	176482435	176485402
chr2	176295021	176291689	chr2	177542598	177545752
chr2	176291689	176317653	chr2	176671946	176699781
chr2	176428002	176421519	chr2	175202337	175209787
chr2	176428002	176421539	chr2	177202127	177209317
chr2	176741301	176670826	chr2	177173340	177236678
chr2	176699781	176671946	chr2	177038362	177063649
chr2	176871086	176800000	chr2	175071317	175140647
chr2	176912113	176955125	chr2	177188110	177230782
chr2	177345548	177332417	chr2	176122216	176134916
chr2	177391635	177490852	chr2	175200000	175302392
chr2	177490852	177436229	chr2	175676197	175731617
chr2	177436229	177490852	chr2	175442101	175497542
chr2	177825086	177714087	chr2	177332425	177443112
chr2	177714087	177775414	chr2	175824700	175886230
chr2	23319367	23310978	chr2	11865501	11874271
chr2	79937658	79943949	chr14	5766879	5773175
chr2	79937756	79943950	chrX	34223659	34229862
chr2	79938023	79943940	chr3	22567141	22573041
chr2	79938040	79943934	chr12	114624002	114629899
chr2	79938179	79943940	chr9	16737650	16743349
chr2	85328238	85341101	chr2	85350281	85364911
chr2	85350281	85364911	chr2	85328238	85341101
chr2	87202560	87216893	chr2	87241585	87255934
chr2	87601495	87609891	chr2	87569753	87577699
chr2	88114202	88161660	chr2	88220712	88264169
chr2	100179530	100183871	chr2	100645850	100650149
chr2	100615930	100612842	chr2	100705891	100708979
chr2	100645850	100650149	chr2	100179530	100183871
chr2	100772936	100709446	chr2	100540446	100604153
chr2	112141472	112142864	chr2	112155464	112156870
chr2	112155464	112156870	chr2	112141472	112142864
chr2	122479360	122472821	chr2	122400000	122406416
chr2	122482132	122492327	chr2	122422774	122431554
chr2	123880417	123886627	chr13	8167017	8173228
chr2	123880437	123886626	chr4	26109535	26115765
chr2	123880472	123886629	chr18	70510130	70516303
chr2	123880697	123886610	chr1	117823963	117829857
chr2	123880855	123886628	chr3	58853221	58858953
chr2	123880928	123886633	chr16	83137780	83143439
chr2	123881384	123886609	chr11	40905593	40916125
chr2	123881496	123886610	chr8	80454158	80459273
chr2	151089383	151080896	chr5	77687371	77701526
chr2	151098505	151109480	chr5	5795889	5814005
chr2	151101211	151109377	chr5	77687371	77695392
chr2	151109480	151101272	chr9	3130733	3138822
chr2	151880429	151886585	chr1	5423442	5429532
chr2	151880436	151886585	chr10	6623702	6629833
chr2	151880438	151886585	chr18	89137178	89143320
chr2	151880443	151886492	chr11	41080586	41086626
chr2	151880818	151886585	chr13	8167453	8173210
chr2	151880818	151886585	chr12	15424111	15429868
chr2	151880826	151886585	chr11	18337646	18343438
chr2	153097622	153100600	chr2	153093942	153097012
chr2	154936229	154932274	chr2	154950737	154954319
chr2	154954319	154950737	chr2	154932274	154936229
chr2	156307296	156309949	chr7	14307538	14310454
chr2	175011496	175019392	chr2	178024714	178034370
chr2	175014354	175011496	chr2	177232792	177235511
chr2	175014368	175011496	chr2	177202127	177205013
chr2	175079708	175082669	chr2	175641737	175644702
chr2	175098868	175079714	chr2	177216659	177235558
chr2	175150588	175124945	chr2	177490324	177514509
chr2	175124956	175149295	chr2	178062795	178086331
chr2	175165671	175173988	chr2	177417148	177424903
chr2	175170246	175199997	chr2	177167292	177197894
chr2	175188214	175176362	chr2	177332417	177345548
chr2	175199997	175189931	chr2	177504842	177514509
chr2	175199757	175190052	chr2	176233491	176242264
chr2	175200000	175216542	chr2	178072044	178089200
chr2	175200333	175212684	chr2	175429455	175442106
chr2	175209787	175202337	chr2	177895038	177900856
chr2	175202340	175205498	chr2	177244653	177247562
chr2	175244551	175262608	chr2	176493079	176511111
chr2	175279471	175272988	chr2	176923476	176930686
chr2	175305224	175276484	chr2	176835595	176862690
chr2	175276489	175279471	chr2	176800000	176802957
chr2	175305279	175316918	chr2	174981372	175000638
chr2	175319880	175344547	chr2	176912113	176934079
chr2	175336865	175333900	chr2	175079708	175082669
chr2	175333903	175336865	chr2	177244653	177247562
chr2	175376399	175427568	chr2	176093394	176147106
chr2	175417316	175442106	chr2	177382170	177404640
chr2	175442106	175417437	chr2	176220298	176242264
chr2	175429455	175442106	chr2	175200333	175212684
chr2	175438700	175431457	chr2	175467907	175474184
chr2	175431460	175434424	chr2	177244653	177247562
chr2	175471409	175498610	chr2	177131879	177156590
chr2	175475011	175483792	chr2	177900735	177909569
chr2	175634060	175600000	chr2	177436229	177470887
chr2	175608254	175601977	chr2	175962431	175969666
chr2	175641737	175644702	chr2	175079708	175082669
chr2	175673299	175648934	chr2	175176236	175199997
chr2	175702301	175673365	chr2	177131879	177168423
chr2	175673365	175702301	chr2	176835595	176862690
chr2	175742258	175739294	chr2	177244653	177247562
chr2	175799677	175770937	chr2	177131879	177168423
chr2	175796690	175803173	chr2	177952958	177960232
chr2	175796690	175803153	chr2	177202127	177209317
chr2	175798510	175803173	chr2	177837603	177843267
chr2	175824700	175886230	chr2	177714087	177775414
chr2	175842903	175868277	chr2	178029280	178055323
chr2	175873821	175870663	chr2	177554847	177557755
chr2	175881594	175876337	chr2	177264543	177269047
chr2	175900709	175929703	chr2	177037175	177063649
chr2	175993394	175903229	chr2	176458959	176548872
chr2	175926557	175930823	chr2	177542598	177546875
chr2	175959024	175926929	chr2	177868959	177900857
chr2	175926944	175929656	chr2	177574095	177576954
chr2	175959019	175983807	chr2	177752933	177775414
chr2	175959019	175993394	chr2	175863477	175895565
chr2	175969666	175962431	chr2	175796690	175803173
chr2	175969666	175965604	chr2	177542973	177546866
chr2	175979155	175969511	chr2	177569075	177575906
chr2	175993394	175971033	chr2	177817201	177837676
chr2	175993394	175973898	chr2	175180344	175199997
chr2	176093394	176114307	chr2	178027211	178048970
chr2	176122090	176147106	chr2	176603402	176628110
chr2	176136617	176149232	chr2	177309470	177322033
chr2	176227970	176242264	chr2	176800000	176816085
chr2	176485391	176425015	chr2	176800000	176862690
chr2	176465453	176453814	chr2	177281932	177294067
chr2	176493084	176468415	chr2	176220298	176242264
chr2	176489672	176482435	chr2	178021168	178027443
chr2	176548872	176522400	chr2	176838061	176862690
chr2	176522400	176548872	chr2	175079714	175103114
chr2	176525997	176534701	chr2	177900735	177909569
chr2	176629997	176642648	chr2	175200333	175212684
chr2	176639242	176631999	chr2	178021168	178027443
chr2	176631999	176636072	chr2	177542973	177546875
chr2	176631999	176639242	chr2	175796690	175803173
